DateTime Stamp,Signed Firmware Version,Ultrasound range( (signal strength)-(0-100)Db,Updates per second,Ranges(m),2D Camera resolution,Frames per second,Point cloud Density,Points per second,ultrasound data type,camera data type,lidar data type,operation ,Abnormality type,Potential Attack type
2023-02-17 02:10:00,1.2.5,56,66,3,RGB: 1024 x 768,29,PCD: 1024 x 1024,31714,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:10:30,1.2.5,65,92,5,RGB: 1024 x 768,40,PCD: 1024 x 1024,30272,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:11:00,1.2.5,8,35,2,RGB: 1024 x 768,54,PCD: 1024 x 1024,39440,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:11:30,1.2.3,73,98,6,RGB: 1024 x 768,54,PCD: 1024 x 1024,35263,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:12:00,1.2.4,35,102,4,RGB: 1024 x 768,17,PCD: 1024 x 1024,35647,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:12:30,1.2.4,41,32,4,RGB: 1024 x 768,29,PCD: 1024 x 1024,28776,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:13:00,1.2.5,49,88,5,RGB: 1024 x 768,21,PCD: 1024 x 1024,32730,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:13:30,1.2.3,41,64,5,RGB: 1024 x 768,43,PCD: 1024 x 1024,14070,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:14:00,1.2.3,64,65,3,RGB: 1024 x 768,31,PCD: 1024 x 1024,38487,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:14:30,1.2.4,18,92,3,RGB: 1024 x 768,30,PCD: 1024 x 1024,37417,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:15:00,1.2.5,16,63,6,RGB: 1024 x 768,22,PCD: 1024 x 1024,37158,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:15:30,1.2.4,12,67,0,RGB: 1024 x 768,42,PCD: 1024 x 1024,24892,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:16:00,1.2.3,68,95,5,RGB: 1024 x 768,54,PCD: 1024 x 1024,18955,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:16:30,1.2.3,88,101,3,RGB: 1024 x 768,23,PCD: 1024 x 1024,33399,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:17:00,1.2.5,3,103,3,RGB: 1024 x 768,55,PCD: 1024 x 1024,31603,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:17:30,1.2.3,53,103,4,RGB: 1024 x 768,28,PCD: 1024 x 1024,28704,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:18:00,1.2.4,10,112,5,RGB: 1024 x 768,58,PCD: 1024 x 1024,11566,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:18:30,1.2.5,97,31,4,RGB: 1024 x 768,29,PCD: 1024 x 1024,33413,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:19:00,1.2.4,30,66,1,RGB: 1024 x 768,37,PCD: 1024 x 1024,25154,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:19:30,1.2.4,20,85,6,RGB: 1024 x 768,16,PCD: 1024 x 1024,31466,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:20:00,1.2.5,19,82,6,RGB: 1024 x 768,36,PCD: 1024 x 1024,23736,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:20:30,1.2.4,78,111,5,RGB: 1024 x 768,16,PCD: 1024 x 1024,22787,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:21:00,1.2.3,58,53,5,RGB: 1024 x 768,40,PCD: 1024 x 1024,27618,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:21:30,1.2.3,81,48,4,RGB: 1024 x 768,22,PCD: 1024 x 1024,38623,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:22:00,1.2.3,99,91,4,RGB: 1024 x 768,46,PCD: 1024 x 1024,10756,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:22:30,1.2.3,8,75,3,RGB: 1024 x 768,37,PCD: 1024 x 1024,11311,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:23:00,1.2.4,87,42,0,RGB: 1024 x 768,47,PCD: 1024 x 1024,26613,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:23:30,1.2.4,41,48,2,RGB: 1024 x 768,52,PCD: 1024 x 1024,35108,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:24:00,1.2.4,58,62,1,RGB: 1024 x 768,34,PCD: 1024 x 1024,19048,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:24:30,1.2.4,54,77,3,RGB: 1024 x 768,26,PCD: 1024 x 1024,15780,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:25:00,1.2.4,10,114,2,RGB: 1024 x 768,35,PCD: 1024 x 1024,29935,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:25:30,1.2.4,84,101,3,RGB: 1024 x 768,17,PCD: 1024 x 1024,34838,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:26:00,1.2.5,96,64,3,RGB: 1024 x 768,37,PCD: 1024 x 1024,17432,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:26:30,1.2.3,37,112,4,RGB: 1024 x 768,48,PCD: 1024 x 1024,31257,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:27:00,1.2.4,99,31,0,RGB: 1024 x 768,55,PCD: 1024 x 1024,30927,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 02:27:30,1.2.5,38,52,0,RGB: 1024 x 768,36,PCD: 1024 x 1024,25600,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:28:00,1.2.4,26,41,2,RGB: 1024 x 768,39,PCD: 1024 x 1024,27496,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:28:30,1.2.3,7,103,5,RGB: 1024 x 768,26,PCD: 1024 x 1024,39069,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:29:00,1.2.5,92,64,4,RGB: 1024 x 768,34,PCD: 1024 x 1024,32375,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:29:30,1.2.3,55,41,2,RGB: 1024 x 768,33,PCD: 1024 x 1024,29405,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:30:00,1.2.5,66,96,5,RGB: 1024 x 768,18,PCD: 1024 x 1024,26011,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:30:30,1.2.3,28,80,1,RGB: 1024 x 768,16,PCD: 1024 x 1024,23008,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:31:00,1.2.4,98,34,3,RGB: 1024 x 768,20,PCD: 1024 x 1024,29239,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:31:30,1.2.5,68,110,1,RGB: 1024 x 768,51,PCD: 1024 x 1024,20229,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:32:00,1.2.4,23,119,5,RGB: 1024 x 768,28,PCD: 1024 x 1024,24762,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:32:30,1.2.5,57,79,1,RGB: 1024 x 768,58,PCD: 1024 x 1024,16963,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:33:00,1.2.5,53,83,6,RGB: 1024 x 768,21,PCD: 1024 x 1024,17860,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:33:30,1.2.3,75,110,0,RGB: 1024 x 768,19,PCD: 1024 x 1024,21309,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:34:00,1.2.3,29,87,1,RGB: 1024 x 768,27,PCD: 1024 x 1024,37068,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:34:30,1.2.3,53,54,5,RGB: 1024 x 768,39,PCD: 1024 x 1024,37238,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:35:00,1.2.5,78,36,6,RGB: 1024 x 768,42,PCD: 1024 x 1024,24319,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:35:30,1.2.3,45,34,0,RGB: 1024 x 768,33,PCD: 1024 x 1024,34638,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:36:00,1.2.5,16,42,0,RGB: 1024 x 768,51,PCD: 1024 x 1024,20371,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:36:30,1.2.4,43,38,0,RGB: 1024 x 768,20,PCD: 1024 x 1024,11681,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:37:00,1.2.5,21,109,2,RGB: 1024 x 768,38,PCD: 1024 x 1024,31809,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:37:30,1.2.4,24,104,6,RGB: 1024 x 768,23,PCD: 1024 x 1024,20946,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:38:00,1.2.5,29,98,3,RGB: 1024 x 768,27,PCD: 1024 x 1024,22474,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:38:30,1.2.5,48,87,3,RGB: 1024 x 768,22,PCD: 1024 x 1024,38292,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:39:00,1.2.3,5,54,5,RGB: 1024 x 768,15,PCD: 1024 x 1024,35528,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:39:30,1.2.5,16,68,1,RGB: 1024 x 768,15,PCD: 1024 x 1024,31602,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:40:00,1.2.5,7,91,0,RGB: 1024 x 768,25,PCD: 1024 x 1024,24506,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:40:30,1.2.3,88,83,0,RGB: 1024 x 768,26,PCD: 1024 x 1024,31250,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:41:00,1.2.3,12,107,1,RGB: 1024 x 768,27,PCD: 1024 x 1024,11147,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:41:30,1.2.3,51,116,2,RGB: 1024 x 768,43,PCD: 1024 x 1024,39723,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:42:00,1.2.4,59,44,6,RGB: 1024 x 768,20,PCD: 1024 x 1024,32877,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:42:30,1.2.5,65,35,4,RGB: 1024 x 768,56,PCD: 1024 x 1024,39750,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:43:00,1.2.4,82,104,1,RGB: 1024 x 768,45,PCD: 1024 x 1024,37668,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:43:30,1.2.4,26,53,4,RGB: 1024 x 768,19,PCD: 1024 x 1024,11812,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:44:00,1.2.5,13,55,3,RGB: 1024 x 768,47,PCD: 1024 x 1024,33566,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:44:30,1.2.5,52,93,3,RGB: 1024 x 768,56,PCD: 1024 x 1024,12383,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:45:00,1.2.3,49,61,6,RGB: 1024 x 768,55,PCD: 1024 x 1024,30036,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:45:30,1.2.3,66,75,4,RGB: 1024 x 768,17,PCD: 1024 x 1024,33015,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:46:00,1.2.5,49,119,6,RGB: 1024 x 768,26,PCD: 1024 x 1024,31450,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:46:30,1.2.5,84,81,1,RGB: 1024 x 768,39,PCD: 1024 x 1024,34005,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:47:00,1.2.5,11,100,1,RGB: 1024 x 768,53,PCD: 1024 x 1024,17413,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:47:30,1.2.3,69,111,5,RGB: 1024 x 768,19,PCD: 1024 x 1024,36094,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:48:00,1.2.5,67,101,1,RGB: 1024 x 768,15,PCD: 1024 x 1024,19383,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:48:30,1.2.4,85,69,1,RGB: 1024 x 768,16,PCD: 1024 x 1024,28209,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:49:00,1.2.3,99,69,0,RGB: 1024 x 768,34,PCD: 1024 x 1024,34079,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:49:30,1.2.3,93,67,2,RGB: 1024 x 768,39,PCD: 1024 x 1024,21877,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:50:00,1.2.4,28,49,4,RGB: 1024 x 768,35,PCD: 1024 x 1024,21412,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:50:30,1.2.5,93,101,2,RGB: 1024 x 768,43,PCD: 1024 x 1024,20238,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:51:00,1.2.5,97,45,1,RGB: 1024 x 768,33,PCD: 1024 x 1024,39909,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:51:30,1.2.3,14,90,3,RGB: 1024 x 768,45,PCD: 1024 x 1024,26654,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:52:00,1.2.5,36,92,5,RGB: 1024 x 768,38,PCD: 1024 x 1024,20511,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:52:30,1.2.5,23,85,4,RGB: 1024 x 768,54,PCD: 1024 x 1024,38172,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:53:00,1.2.3,62,118,0,RGB: 1024 x 768,50,PCD: 1024 x 1024,14348,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:53:30,1.2.3,49,64,2,RGB: 1024 x 768,42,PCD: 1024 x 1024,39236,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:54:00,1.2.4,70,88,2,RGB: 1024 x 768,35,PCD: 1024 x 1024,28265,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:54:30,1.2.5,95,84,0,RGB: 1024 x 768,18,PCD: 1024 x 1024,35060,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:55:00,1.2.5,42,114,5,RGB: 1024 x 768,48,PCD: 1024 x 1024,17580,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:55:30,1.2.5,28,111,0,RGB: 1024 x 768,43,PCD: 1024 x 1024,15863,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:56:00,1.2.4,40,90,0,RGB: 1024 x 768,50,PCD: 1024 x 1024,36608,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:56:30,1.2.4,22,90,5,RGB: 1024 x 768,21,PCD: 1024 x 1024,11080,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:57:00,1.2.3,60,94,6,RGB: 1024 x 768,56,PCD: 1024 x 1024,35431,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 02:57:30,1.2.3,74,47,5,RGB: 1024 x 768,23,PCD: 1024 x 1024,16212,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:58:00,1.2.3,97,85,2,RGB: 1024 x 768,54,PCD: 1024 x 1024,26858,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 02:58:30,1.2.5,54,42,1,RGB: 1024 x 768,49,PCD: 1024 x 1024,23174,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:59:00,1.2.4,50,89,5,RGB: 1024 x 768,32,PCD: 1024 x 1024,27066,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 02:59:30,1.2.4,33,109,1,RGB: 1024 x 768,33,PCD: 1024 x 1024,29236,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:00:00,1.2.5,41,71,0,RGB: 1024 x 768,57,PCD: 1024 x 1024,15275,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:00:30,1.2.3,12,83,3,RGB: 1024 x 768,39,PCD: 1024 x 1024,37231,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:01:00,1.2.5,87,98,1,RGB: 1024 x 768,52,PCD: 1024 x 1024,15049,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:01:30,1.2.4,16,102,3,RGB: 1024 x 768,46,PCD: 1024 x 1024,24041,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:02:00,1.2.3,67,43,3,RGB: 1024 x 768,34,PCD: 1024 x 1024,21169,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:02:30,1.2.3,7,86,2,RGB: 1024 x 768,33,PCD: 1024 x 1024,11653,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:03:00,1.2.3,91,49,6,RGB: 1024 x 768,28,PCD: 1024 x 1024,21219,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:03:30,1.2.4,100,54,2,RGB: 1024 x 768,32,PCD: 1024 x 1024,38034,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:04:00,1.2.5,92,77,3,RGB: 1024 x 768,18,PCD: 1024 x 1024,22668,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:04:30,1.2.3,77,85,1,RGB: 1024 x 768,33,PCD: 1024 x 1024,14286,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:05:00,1.2.5,5,84,2,RGB: 1024 x 768,32,PCD: 1024 x 1024,26526,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:05:30,1.2.3,46,89,3,RGB: 1024 x 768,26,PCD: 1024 x 1024,25960,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:06:00,1.2.3,13,70,4,RGB: 1024 x 768,53,PCD: 1024 x 1024,16945,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:06:30,1.2.3,97,45,2,RGB: 1024 x 768,27,PCD: 1024 x 1024,30345,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:07:00,1.2.5,43,41,3,RGB: 1024 x 768,17,PCD: 1024 x 1024,12816,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:07:30,1.2.4,11,58,6,RGB: 1024 x 768,46,PCD: 1024 x 1024,33403,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:08:00,1.2.3,62,95,2,RGB: 1024 x 768,19,PCD: 1024 x 1024,29095,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:08:30,1.2.3,77,51,0,RGB: 1024 x 768,43,PCD: 1024 x 1024,36963,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:09:00,1.2.3,17,89,3,RGB: 1024 x 768,27,PCD: 1024 x 1024,38251,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:09:30,1.2.4,1,46,1,RGB: 1024 x 768,34,PCD: 1024 x 1024,35030,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:10:00,1.2.5,94,84,4,RGB: 1024 x 768,49,PCD: 1024 x 1024,25415,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:10:30,1.2.4,69,104,6,RGB: 1024 x 768,55,PCD: 1024 x 1024,29957,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:11:00,1.2.3,48,107,6,RGB: 1024 x 768,24,PCD: 1024 x 1024,17379,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:11:30,1.2.5,36,81,2,RGB: 1024 x 768,37,PCD: 1024 x 1024,17593,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:12:00,1.2.4,96,68,0,RGB: 1024 x 768,56,PCD: 1024 x 1024,34989,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 03:12:30,1.2.4,52,33,0,RGB: 1024 x 768,45,PCD: 1024 x 1024,37693,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:13:00,1.2.5,74,79,4,RGB: 1024 x 768,19,PCD: 1024 x 1024,18038,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:13:30,1.2.3,1,72,3,RGB: 1024 x 768,58,PCD: 1024 x 1024,28313,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:14:00,1.2.5,52,88,6,RGB: 1024 x 768,49,PCD: 1024 x 1024,28701,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:14:30,1.2.5,79,41,3,RGB: 1024 x 768,44,PCD: 1024 x 1024,23885,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:15:00,1.2.5,29,90,6,RGB: 1024 x 768,17,PCD: 1024 x 1024,37531,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:15:30,1.2.4,24,74,1,RGB: 1024 x 768,20,PCD: 1024 x 1024,16387,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:16:00,1.2.3,62,74,5,RGB: 1024 x 768,15,PCD: 1024 x 1024,24982,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:16:30,1.2.4,67,42,3,RGB: 1024 x 768,49,PCD: 1024 x 1024,18688,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:17:00,1.2.5,75,55,3,RGB: 1024 x 768,19,PCD: 1024 x 1024,20788,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:17:30,1.2.4,38,89,1,RGB: 1024 x 768,58,PCD: 1024 x 1024,24467,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:18:00,1.2.3,35,69,6,RGB: 1024 x 768,17,PCD: 1024 x 1024,34057,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:18:30,1.2.5,58,82,6,RGB: 1024 x 768,45,PCD: 1024 x 1024,23117,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:19:00,1.2.4,100,71,0,RGB: 1024 x 768,50,PCD: 1024 x 1024,28878,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:19:30,1.2.3,74,98,3,RGB: 1024 x 768,16,PCD: 1024 x 1024,26176,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:20:00,1.2.3,28,56,5,RGB: 1024 x 768,29,PCD: 1024 x 1024,19499,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:20:30,1.2.3,78,107,0,RGB: 1024 x 768,45,PCD: 1024 x 1024,18177,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:21:00,1.2.3,35,79,4,RGB: 1024 x 768,44,PCD: 1024 x 1024,14390,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:21:30,1.2.4,30,99,1,RGB: 1024 x 768,59,PCD: 1024 x 1024,20245,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:22:00,1.2.5,14,57,5,RGB: 1024 x 768,41,PCD: 1024 x 1024,20135,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:22:30,1.2.4,97,75,3,RGB: 1024 x 768,24,PCD: 1024 x 1024,29077,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:23:00,1.2.5,93,66,1,RGB: 1024 x 768,31,PCD: 1024 x 1024,16270,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:23:30,1.2.4,28,115,5,RGB: 1024 x 768,30,PCD: 1024 x 1024,12477,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:24:00,1.2.5,14,83,1,RGB: 1024 x 768,21,PCD: 1024 x 1024,32133,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:24:30,1.2.4,4,111,5,RGB: 1024 x 768,59,PCD: 1024 x 1024,13786,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:25:00,1.2.4,3,103,1,RGB: 1024 x 768,60,PCD: 1024 x 1024,25938,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:25:30,1.2.3,7,37,1,RGB: 1024 x 768,21,PCD: 1024 x 1024,14750,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:26:00,1.2.5,14,49,3,RGB: 1024 x 768,53,PCD: 1024 x 1024,23730,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:26:30,1.2.4,6,58,5,RGB: 1024 x 768,15,PCD: 1024 x 1024,34310,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:27:00,1.2.3,18,91,1,RGB: 1024 x 768,30,PCD: 1024 x 1024,13234,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:27:30,1.2.4,1,115,1,RGB: 1024 x 768,34,PCD: 1024 x 1024,26850,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:28:00,1.2.5,55,36,4,RGB: 1024 x 768,57,PCD: 1024 x 1024,39312,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:28:30,1.2.4,57,40,4,RGB: 1024 x 768,42,PCD: 1024 x 1024,31694,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:29:00,1.2.5,33,70,5,RGB: 1024 x 768,33,PCD: 1024 x 1024,14014,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:29:30,1.2.3,97,93,0,RGB: 1024 x 768,25,PCD: 1024 x 1024,25273,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:30:00,1.2.3,52,97,4,RGB: 1024 x 768,59,PCD: 1024 x 1024,12688,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:30:30,1.2.4,77,65,6,RGB: 1024 x 768,32,PCD: 1024 x 1024,17387,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:31:00,1.2.3,29,113,6,RGB: 1024 x 768,32,PCD: 1024 x 1024,15466,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:31:30,1.2.4,47,91,4,RGB: 1024 x 768,20,PCD: 1024 x 1024,12182,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:32:00,1.2.3,55,113,2,RGB: 1024 x 768,60,PCD: 1024 x 1024,15250,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:32:30,1.2.4,55,110,1,RGB: 1024 x 768,43,PCD: 1024 x 1024,35550,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 03:33:00,1.2.4,88,61,4,RGB: 1024 x 768,21,PCD: 1024 x 1024,24550,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 03:33:30,1.2.4,76,68,5,RGB: 1024 x 768,41,PCD: 1024 x 1024,23286,numeric array,numeric array,numeric array,normal,n/a,no attack
